,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
405,406,10.0,2.0,0.0,7.978752000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.8,7.5,9.5,7.1875,7.25,5.0,1.0,A,Escola Pública,Veterano,Ágata,6.868,9.0,8.3,6.9,6.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.4,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,C,2018.0,Não,7.808336000000001,199.0,47.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.166666666666666,7.5,9.166666666666668,9.333333333333334,9.0,3.0,6.25,Promovido de Fase,Promovido de Fase,Sim,0.0,7.833336666666667,5.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
406,407,13.0,2.0,1.0,8.289376333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.83333,9.9,5.0,7.666666666666667,8.59375,9.166675,10.0,4.0,G,Rede Decisão,Veterano,Topázio,8.475,8.3,8.9,7.5,6.6,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,1.0,9.4,10.0,Nível 4 (9o ano),0.0,5.0,L,2018.0,Sim,8.920648367521368,7.0,5.0,4.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.615384615384617,8.125,7.722222222222222,7.0,6.666666666666667,4.0,8.90625,Promovido de Fase,Mantido na Fase atual,Não,1.0,9.583340000000002,10.0,Fase 5 (1º EM),,,,2,1,0,1,2
415,416,13.0,2.0,0.0,7.780279333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.7,6.25,7.0,7.708333333333334,8.22222,5.0,2.0,H,Escola Pública,Veterano,Ametista,7.349,9.0,8.8,4.4,6.9,7.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.2,5.0,Nível 4 (9o ano),-2.0,3.0,G,2018.0,Não,7.021737821285376,482.0,62.0,4.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,8.132297717537991,5.625,6.288888888888889,5.333333333333333,6.333333333333333,4.0,7.5,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.6249925,5.0,Fase 5 (1º EM),,,,2,1,0,1,0
420,421,15.0,2.0,0.0,7.137293833333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,5.9,7.5,7.666666666666667,7.65625,7.2500025,5.0,4.0,F,Escola Pública,Veterano,Ágata,6.624,9.2,5.8,7.5,5.8,7.7,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,0.0,6.9,5.0,Nível 6 (2o EM),-2.0,5.0,A,2018.0,Não,5.580600676434676,777.0,51.0,9.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,6.14606227106227,5.0,5.611111111111111,6.333333333333333,2.5,3.0,4.375,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,4.37499,5.0,Fase 7 (3º EM),,,,0,0,1,2,0
423,424,12.0,3.0,0.0,7.912085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.8,7.5,9.0,7.1875,7.416665,5.0,2.0,I,Escola Pública,Veterano,Ágata,5.990,9.0,5.0,7.5,4.5,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,6.1,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,I,2017.0,Não,6.77720046886447,561.0,88.0,5.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.677655677655677,6.25,5.416666666666666,4.0,6.833333333333333,3.0,6.666666666666666,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.333336666666667,5.0,Fase 4 (9º ano),,,,2,1,0,2,0
424,425,13.0,1.0,0.0,7.131665666666668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,6.2,7.5,7.333333333333333,6.666666666666667,5.666656666666667,10.0,3.0,F,Escola Pública,Veterano,Ágata,6.642,9.2,6.4,7.5,5.5,7.1,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,6.9,5.0,Nível 4 (9o ano),-1.0,4.0,F,2019.0,Não,6.477875763475088,646.0,59.0,13.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,6.345970206264323,7.5,4.611111111111112,5.333333333333333,5.666666666666667,4.0,7.03125,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.6666625,5.0,Fase 5 (1º EM),,,,0,0,1,2,0
436,437,9.0,2.0,0.0,7.808335333333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,8.5,7.5,5.5,7.916666666666668,7.333333333333333,10.0,2.0,P,Escola Pública,Veterano,Ágata,6.482,8.5,5.0,7.5,4.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.6,10.0,Nível 2 (5o e 6o ano),0.0,1.0,B,2018.0,Não,7.700002222222222,234.0,61.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.777777777777779,7.5,8.75,8.0,9.5,3.0,5.833333333333334,Promovido de Fase,Promovido de Fase,Não,0.0,7.555556666666667,5.0,Fase 2 (5º e 6º ano),,,,2,2,2,2,2
440,441,11.0,1.0,0.0,7.599446,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,7.4,6.25,8.5,5.0,6.72222,10.0,2.0,R,Escola Pública,Veterano,Ametista,7.571,9.0,7.9,6.3,7.8,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.0,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,M,2019.0,Não,6.802149357015729,554.0,72.0,5.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,5.765262340634195,5.625,6.344444444444445,6.5,7.166666666666667,4.0,7.34375,Promovido de Fase,Mantido na Fase atual,Sim,0.0,6.04166,10.0,Fase 3 (7º e 8º ano),,,,1,2,0,1,0
446,447,10.0,1.0,0.0,7.0,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,5.0,9.5,2.5,4.99999,5.0,1.0,J,Escola Pública,Veterano,Ametista,7.690,9.5,9.6,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,R,2019.0,Não,7.301750696192697,393.0,103.0,8.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.897630147630148,5.625,7.416666666666666,6.333333333333333,8.5,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.611113333333334,5.0,Fase 3 (7º e 8º ano),,,,1,1,0,1,2
447,448,11.0,1.0,0.0,7.510557333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.9,9.375,1.5,8.541666666666666,8.444443333333332,10.0,3.0,R,Escola Pública,Veterano,Ametista,7.850,9.2,7.8,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.1,10.0,Nível 3 (7o e 8o ano),0.0,2.0,P,2019.0,Não,7.482452161616162,321.0,48.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.14141414141414,7.5,5.583333333333333,8.0,3.166666666666667,3.0,6.875,Promovido de Fase,Promovido de Fase,Sim,1.0,8.500003333333334,5.0,Fase 3 (7º e 8º ano),,,,2,1,2,1,0
448,449,9.0,1.0,0.0,8.745557333333332,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.2,7.5,10.0,7.5,7.277776666666666,10.0,2.0,N,Escola Pública,Veterano,Ametista,7.653,8.5,7.5,7.5,4.9,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.6,10.0,Nível 2 (5o e 6o ano),0.0,2.0,L,2019.0,Não,7.694600987654322,235.0,37.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.271604938271604,7.5,6.166666666666666,4.833333333333333,7.5,3.0,6.458333333333334,Mantido na Fase atual,Promovido de Fase,Não,0.0,8.055556666666666,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,2,2
449,450,15.0,1.0,0.0,6.957083833333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.4,7.5,6.666666666666667,8.4375,7.2916675,5.0,5.0,A,Escola Pública,Ingressante,Ametista,7.196,7.1,7.5,7.5,6.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,0.0,8.3,5.0,Nível 6 (2o EM),-1.0,5.0,C,2019.0,Não,4.331819181818182,846.0,58.0,8.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,1.950757575757576,7.5,1.166666666666667,1.333333333333333,2.166666666666667,4.0,5.0,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.833336666666667,5.0,Fase 7 (3º EM),,,,0,2,1,1,1
454,455,9.0,1.0,1.0,8.586392000000002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.3,7.5,7.0,7.708333333333334,9.277783333333334,10.0,2.0,F,Escola Pública,Veterano,Ametista,7.154,8.5,7.1,7.5,4.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.2,10.0,Nível 2 (5o e 6o ano),0.0,2.0,I,2019.0,Não,8.400003111111111,47.0,5.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.555555555555555,7.5,8.083333333333332,8.0,8.166666666666666,3.0,6.666666666666666,Promovido de Fase,Promovido de Fase,Não,0.0,7.777783333333335,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,2,2
462,463,12.0,3.0,0.0,8.291043,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.7,5.0,8.0,8.59375,7.583335,10.0,4.0,G,Rede Decisão,Veterano,Topázio,8.292,9.6,8.3,7.5,7.0,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,0.0,8.2,10.0,Nível 3 (7o e 8o ano),1.0,5.0,K,2017.0,Sim,7.674870047785548,247.0,14.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.23892773892774,5.0,6.0,5.5,5.166666666666667,4.0,7.1875,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.4583325,10.0,Fase 4 (9º ano),,,,2,1,0,1,2
468,469,12.0,4.0,0.0,8.347085000000002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.1,6.875,8.0,7.8125,7.91667,10.0,4.0,A,Rede Decisão,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,0.0,5.2,10.0,Nível 3 (7o e 8o ano),1.0,4.0,B,2016.0,Sim,7.500521257187258,311.0,26.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,8.23038073038073,5.625,5.355555555555555,5.666666666666667,7.0,4.0,8.125,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.875,10.0,Fase 4 (9º ano),,,,2,1,0,2,0
473,474,10.0,1.0,0.0,8.033612666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.3,7.5,9.5,7.291666666666667,7.72222,5.0,2.0,H,Escola Pública,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,7.2,10.0,Nível 2 (5o e 6o ano),0.0,2.0,A,2019.0,Não,6.636118019594441,613.0,105.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.694463431305536,7.5,3.666666666666667,2.333333333333333,5.0,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.94445,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,2,0
476,477,12.0,1.0,0.0,5.791112666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,5.9,5.0,2.75,7.5,7.055553333333332,5.0,2.0,L,Escola Pública,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.9,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,M,2019.0,Não,6.339605488215488,672.0,123.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,6.774410774410775,5.0,5.083333333333334,5.666666666666667,4.5,3.0,6.458333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,6.611106666666666,5.0,Fase 4 (9º ano),,,,0,0,1,2,0
481,482,12.0,4.0,0.0,8.342224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,9.6,7.5,8.0,9.166666666666666,8.277776666666668,5.0,2.0,F,Rede Decisão,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,F,2016.0,Sim,8.467711333333334,38.0,9.0,5.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10.0,7.5,7.666666666666667,8.166666666666666,7.5,4.0,8.59375,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.125005000000002,5.0,Fase 4 (9º ano),,,,2,1,0,1,2
482,483,11.0,2.0,0.0,8.374169333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.6,5.0,8.0,7.708333333333334,8.16667,10.0,2.0,G,Rede Decisão,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,F,2018.0,Sim,8.672919666666665,19.0,3.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.666666666666666,5.625,8.166666666666666,8.666666666666666,7.166666666666667,4.0,8.4375,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,8.70834,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
485,486,12.0,1.0,0.0,5.862502000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.0,5.0,0.5,5.625,7.5,5.0,2.0,C,Escola Pública,Ingressante,Quartzo,5.511,0.0,6.3,7.5,6.0,6.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,C,2019.0,Não,4.498817405961047,843.0,140.0,7.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.775329529805234,5.625,6.0,5.0,5.166666666666667,4.0,5.3125,Promovido de Fase,Mantido na Fase atual,Não,0.0,3.7500075,5.0,Fase 4 (9º ano),,,,0,1,2,2,1
489,490,14.0,4.0,0.0,8.003127333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.5,6.875,8.666666666666666,7.65625,8.29167,5.0,4.0,A,Rede Decisão,Ingressante,Ametista,7.044,8.8,7.8,6.9,6.5,7.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,0.0,7.0,5.0,Nível 6 (2o EM),-2.0,4.0,A,2016.0,Sim,6.846262254901961,542.0,47.0,10.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,8.243464052287582,5.625,6.722222222222222,7.166666666666667,6.166666666666667,4.0,7.65625,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.416665,2.5,Fase 7 (3º EM),,,,2,2,0,1,0
495,496,11.0,2.0,0.0,8.688544833333335,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.5,7.5,7.666666666666667,7.96875,8.5416725,10.0,4.0,A,Rede Decisão,Ingressante,Ametista,7.895,9.6,6.7,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,0.0,7.7,10.0,Nível 3 (7o e 8o ano),1.0,5.0,B,2018.0,Sim,7.860874682539682,183.0,12.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.58335,8.87797619047619,7.5,6.155555555555555,3.333333333333333,6.333333333333333,3.0,6.458333333333334,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.5,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
498,499,11.0,3.0,0.0,8.308752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.7,10.0,9.0,7.1875,8.0,5.0,2.0,A,Rede Decisão,Veterano,Ametista,7.497,9.0,7.1,7.5,7.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.8,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,A,2017.0,Sim,7.882917128747796,176.0,27.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.977072310405644,8.125,7.5,7.5,7.5,3.0,6.25,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.500003333333334,5.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
501,502,13.0,2.0,0.0,8.179167666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.5,7.5,6.666666666666667,8.541666666666666,8.333333333333334,10.0,4.0,G,Escola Pública,Veterano,Ágata,6.853,10.0,4.7,7.5,3.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,0.0,7.5,10.0,Nível 4 (9o ano),0.0,4.0,L,2018.0,Não,7.356831539359108,376.0,30.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.33137408568443,9.375,4.411111111111111,4.666666666666667,6.5,4.0,8.125,Promovido de Fase,Mantido na Fase atual,Sim,0.0,7.7916625,5.0,Fase 5 (1º EM),,,,2,2,0,2,0
502,503,8.0,0.0,0.0,7.233337000000001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,5.75,2.5,5.916675,10.0,0.0,J,Escola Pública,Ingressante,Ametista,8.008,9.5,10.0,7.5,6.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,8.4,5.0,Nível 1 (4o ano),-1.0,1.0,B,2020.0,Não,7.826390666666667,196.0,46.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,8.166666666666666,8.166666666666666,8.166666666666666,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.444443333333333,5.0,Fase 2 (5º e 6º ano),,,,1,1,2,1,2
